TransactionID,CustomerID,ProductID,Quantity,TransactionDate,PaymentMethod,Revenue,Price,Cost,Profit
T02588,C0204,P0092,4,09-12-2024,NetBanking,2155.36,538.84,454.05,339.16
T02589,C0035,P0095,4,01-02-2023,Debit Card,23601.96,5900.49,5040.16,3441.32
T02590,C0802,P0042,2,17-03-2024,NetBanking,10188.96,5094.48,4070.67,2047.62
T02591,C0053,P0081,4,20-03-2023,Debit Card,29326.48,7331.62,6397.72,3735.6
T02592,C0630,P0095,5,02-10-2024,UPI,29502.45,5900.49,5040.16,4301.65
T02593,C0316,P0045,5,29-03-2023,Debit Card,8758.75,1751.75,1316.89,2174.3
T02594,C0482,P0040,1,20-12-2024,UPI,5807.61,5807.61,4576.57,1231.04
T02595,C0552,P0069,1,06-09-2023,UPI,8223.59,8223.59,5879.13,2344.46
T02596,C0413,P0039,2,30-09-2024,Debit Card,10343.16,5171.58,4327.82,1687.52
T02597,C0834,P0023,2,16-01-2024,NetBanking,9890.66,4945.33,3750.68,2389.3
T02598,C0304,P0010,1,11-08-2023,UPI,1649.62,1649.62,1388.34,261.28
T02599,C0498,P0050,5,05-01-2024,Wallet,7028.35,1405.67,1035.94,1848.65
T02600,C0962,P0006,1,25-08-2024,NetBanking,6876.38,6876.38,5028,1848.38
T02601,C0985,P0094,2,27-03-2023,UPI,453.28,226.64,184.09,85.1
T02602,C0699,P0073,3,22-06-2023,UPI,6614.07,2204.69,1545.72,1976.91
T02603,C0506,P0011,5,11-06-2024,UPI,36977.7,7395.54,5207.32,10941.1
T02604,C0268,P0034,2,22-05-2024,Credit Card,1059.24,529.62,471.24,116.76
T02605,C0377,P0025,1,10-10-2023,Wallet,995.5,995.5,787.65,207.85
T02606,C0933,P0094,1,26-12-2024,Wallet,226.64,226.64,184.09,42.55
T02607,C0513,P0085,4,24-10-2024,Debit Card,9354.96,2338.74,1782.58,2224.64
T02608,C0450,P0025,5,16-02-2023,NetBanking,4977.5,995.5,787.65,1039.25
T02609,C0160,P0013,1,05-02-2023,NetBanking,6538.56,6538.56,5665.59,872.97
T02610,C0777,P0091,2,07-01-2023,UPI,6615.2,3307.6,2394.43,1826.34
T02611,C0730,P0092,4,14-10-2023,Wallet,2155.36,538.84,454.05,339.16
T02612,C0365,P0007,5,10-03-2024,NetBanking,33098.85,6619.77,4710.74,9545.15
T02613,C0739,P0035,5,06-12-2024,Wallet,36702.6,7340.52,6556.01,3922.55
T02614,C0431,P0025,5,24-07-2023,NetBanking,4977.5,995.5,787.65,1039.25
T02615,C0215,P0012,1,14-04-2023,NetBanking,3256.43,3256.43,2911.19,345.24
T02616,C0895,P0083,5,24-05-2024,UPI,2224.75,444.95,340.91,520.2
T02617,C0217,P0039,3,31-03-2024,Credit Card,15514.74,5171.58,4327.82,2531.28
T02618,C0558,P0071,2,24-10-2023,Wallet,10339.14,5169.57,4417.13,1504.88
T02619,C0360,P0080,4,04-06-2024,Debit Card,27807.96,6951.99,5027.5,7697.96
T02620,C0042,P0059,1,17-02-2024,Credit Card,6311.58,6311.58,4475.2,1836.38
T02621,C0392,P0040,5,09-06-2024,Wallet,29038.05,5807.61,4576.57,6155.2
T02622,C0125,P0073,5,06-02-2024,UPI,11023.45,2204.69,1545.72,3294.85
T02623,C0277,P0039,4,05-11-2024,Debit Card,20686.32,5171.58,4327.82,3375.04
T02624,C0624,P0069,2,14-01-2023,Wallet,16447.18,8223.59,5879.13,4688.92
T02625,C0858,P0088,5,19-03-2023,Wallet,24695.05,4939.01,4087.09,4259.6
T02626,C0873,P0076,3,17-04-2023,Wallet,10258.47,3419.49,2892.21,1581.84
T02627,C0023,P0091,4,23-12-2024,Debit Card,13230.4,3307.6,2394.43,3652.68
T02628,C0598,P0040,2,29-03-2023,Debit Card,11615.22,5807.61,4576.57,2462.08
T02629,C0368,P0037,4,07-06-2023,Wallet,21100.2,5275.05,4013.91,5044.56
T02630,C0943,P0053,3,08-06-2023,UPI,13727.19,4575.73,4062.79,1538.82
T02631,C0927,P0040,5,05-01-2024,Wallet,29038.05,5807.61,4576.57,6155.2
T02632,C0709,P0052,3,29-05-2024,Debit Card,3002.76,1000.92,855.81,435.33
T02633,C0804,P0045,1,31-10-2024,UPI,1751.75,1751.75,1316.89,434.86
T02634,C0548,P0062,1,15-02-2024,NetBanking,4650.53,4650.53,3507.75,1142.78
T02635,C0542,P0079,1,20-04-2023,Debit Card,7430.61,7430.61,5734.15,1696.46
T02636,C0971,P0060,2,25-03-2024,Credit Card,6504.06,3252.03,2488.02,1528.02
T02637,C0019,P0050,3,24-12-2023,NetBanking,4217.01,1405.67,1035.94,1109.19
T02638,C0775,P0071,4,29-05-2023,UPI,20678.28,5169.57,4417.13,3009.76
T02639,C0745,P0092,1,03-02-2024,NetBanking,538.84,538.84,454.05,84.79
T02640,C0697,P0012,1,28-09-2023,UPI,3256.43,3256.43,2911.19,345.24
T02641,C0931,P0022,5,20-03-2023,UPI,2909.65,581.93,423.59,791.7
T02642,C0552,P0001,4,26-09-2024,Debit Card,3258.64,814.66,631.29,733.48
T02643,C0470,P0031,1,11-05-2023,Debit Card,1527.12,1527.12,1254.54,272.58
T02644,C0852,P0055,1,18-04-2024,Debit Card,8189.83,8189.83,6712.22,1477.61
T02645,C0408,P0100,5,04-07-2024,UPI,23241,4648.2,3354.04,6470.8
T02646,C0464,P0084,1,13-02-2023,Credit Card,4220.14,4220.14,3007.74,1212.4
T02647,C0653,P0090,5,20-05-2024,UPI,30909.4,6181.88,4911.15,6353.65
T02648,C0026,P0056,3,19-02-2024,Credit Card,14164.32,4721.44,4175.52,1637.76
T02649,C0339,P0068,1,10-10-2023,Debit Card,5459.1,5459.1,4697.22,761.88
T02650,C0573,P0087,3,15-08-2023,Wallet,29238.75,9746.25,8244.56,4505.07
T02651,C0177,P0047,4,31-10-2024,Credit Card,8101.04,2025.26,1543.94,1925.28
T02652,C0822,P0088,1,26-04-2023,Debit Card,4939.01,4939.01,4087.09,851.92
T02653,C0541,P0057,4,15-09-2024,Wallet,13679.04,3419.76,2454.36,3861.6
T02654,C0549,P0056,5,12-04-2023,Credit Card,23607.2,4721.44,4175.52,2729.6
T02655,C0280,P0045,1,23-01-2024,Wallet,1751.75,1751.75,1316.89,434.86
T02656,C0236,P0066,3,15-08-2024,Debit Card,25852.59,8617.53,6967.61,4949.76
T02657,C0268,P0011,2,27-12-2024,Wallet,14791.08,7395.54,5207.32,4376.44
T02658,C0188,P0035,1,02-02-2024,UPI,7340.52,7340.52,6556.01,784.51
T02659,C0816,P0097,1,08-12-2023,Credit Card,1862.27,1862.27,1498.28,363.99
T02660,C0826,P0030,5,14-03-2024,Debit Card,8077,1615.4,1145.79,2348.05
T02661,C0346,P0092,4,25-05-2023,NetBanking,2155.36,538.84,454.05,339.16
T02662,C0546,P0046,3,11-09-2023,Credit Card,9694.38,3231.46,2690.2,1623.78
T02663,C0844,P0072,3,31-10-2023,NetBanking,24866.58,8288.86,6131.63,6471.69
T02664,C0779,P0053,1,24-01-2023,NetBanking,4575.73,4575.73,4062.79,512.94
T02665,C0376,P0056,5,07-01-2023,Debit Card,23607.2,4721.44,4175.52,2729.6
T02666,C0205,P0062,5,02-03-2024,NetBanking,23252.65,4650.53,3507.75,5713.9
T02667,C0108,P0071,3,12-12-2024,Wallet,15508.71,5169.57,4417.13,2257.32
T02668,C0780,P0010,3,13-06-2024,Debit Card,4948.86,1649.62,1388.34,783.84
T02669,C0638,P0029,1,11-11-2023,Wallet,883.96,883.96,723.51,160.45
T02670,C0236,P0077,2,02-03-2023,Credit Card,3358.26,1679.13,1434.4,489.46
T02671,C0015,P0083,3,26-08-2023,Wallet,1334.85,444.95,340.91,312.12
T02672,C0666,P0074,2,19-12-2024,UPI,5101.2,2550.6,2201.4,698.4
T02673,C0798,P0062,2,14-01-2024,Debit Card,9301.06,4650.53,3507.75,2285.56
T02674,C0318,P0069,1,16-02-2023,Debit Card,8223.59,8223.59,5879.13,2344.46
T02675,C0021,P0075,3,06-08-2023,NetBanking,22944.81,7648.27,6435.04,3639.69
T02676,C0311,P0017,5,19-08-2023,Debit Card,8571.9,1714.38,1304.38,2050
T02677,C0568,P0066,2,04-01-2023,NetBanking,17235.06,8617.53,6967.61,3299.84
T02678,C0181,P0093,2,17-07-2024,NetBanking,2519.04,1259.52,1073.31,372.42
T02679,C0372,P0044,1,21-09-2024,Wallet,5078.71,5078.71,4478.73,599.98
T02680,C0161,P0028,1,10-03-2024,Wallet,3553.52,3553.52,2852.93,700.59
T02681,C0676,P0036,5,31-12-2023,Credit Card,31785.7,6357.14,5477.82,4396.6
T02682,C0611,P0022,5,01-10-2023,UPI,2909.65,581.93,423.59,791.7
T02683,C0072,P0005,3,07-09-2023,UPI,23407.92,7802.64,5705.32,6291.96
T02684,C0669,P0044,1,27-08-2024,Credit Card,5078.71,5078.71,4478.73,599.98
T02685,C0075,P0052,3,24-04-2024,NetBanking,3002.76,1000.92,855.81,435.33
T02686,C0960,P0097,4,08-02-2023,Wallet,7449.08,1862.27,1498.28,1455.96
T02687,C0600,P0092,5,13-01-2024,NetBanking,2694.2,538.84,454.05,423.95
T02688,C0386,P0007,5,29-03-2023,UPI,33098.85,6619.77,4710.74,9545.15
T02689,C0115,P0082,1,22-06-2024,Credit Card,9731.18,9731.18,8024.91,1706.27
T02690,C0882,P0091,4,09-02-2023,UPI,13230.4,3307.6,2394.43,3652.68
T02691,C0893,P0097,3,24-07-2024,UPI,5586.81,1862.27,1498.28,1091.97
T02692,C0478,P0092,2,18-06-2024,Debit Card,1077.68,538.84,454.05,169.58
T02693,C0057,P0100,4,03-07-2023,Debit Card,18592.8,4648.2,3354.04,5176.64
T02694,C0657,P0067,1,18-02-2024,Wallet,9598.78,9598.78,6989.69,2609.09
T02695,C0969,P0094,4,09-08-2024,Debit Card,906.56,226.64,184.09,170.2
T02696,C0050,P0019,4,16-09-2023,UPI,3092.76,773.19,608.03,660.64
T02697,C0359,P0024,3,11-11-2024,NetBanking,13958.19,4652.73,3597.83,3164.7
T02698,C0205,P0090,3,01-02-2024,UPI,18545.64,6181.88,4911.15,3812.19
T02699,C0607,P0014,2,03-05-2023,Debit Card,13505.98,6752.99,5013.88,3478.22
T02700,C0448,P0053,1,26-12-2023,NetBanking,4575.73,4575.73,4062.79,512.94
T02701,C0616,P0002,1,21-10-2023,Wallet,6858.34,6858.34,6104.9,753.44
T02702,C0221,P0077,3,28-05-2024,Debit Card,5037.39,1679.13,1434.4,734.19
T02703,C0727,P0007,3,11-04-2023,UPI,19859.31,6619.77,4710.74,5727.09
T02704,C0884,P0055,1,29-01-2024,NetBanking,8189.83,8189.83,6712.22,1477.61
T02705,C0814,P0076,1,11-01-2024,Debit Card,3419.49,3419.49,2892.21,527.28
T02706,C0056,P0100,4,16-07-2023,UPI,18592.8,4648.2,3354.04,5176.64
T02707,C0100,P0032,2,22-02-2023,NetBanking,12377.26,6188.63,4543.1,3291.06
T02708,C0812,P0011,5,17-04-2024,Wallet,36977.7,7395.54,5207.32,10941.1
T02709,C0081,P0063,3,04-05-2023,UPI,29616.21,9872.07,8546.72,3976.05
T02710,C0498,P0049,4,22-08-2023,NetBanking,36347.52,9086.88,7354.39,6929.96
T02711,C0453,P0013,1,07-04-2023,UPI,6538.56,6538.56,5665.59,872.97
T02712,C0258,P0022,1,03-07-2024,Wallet,581.93,581.93,423.59,158.34
T02713,C0324,P0065,3,19-03-2024,Wallet,28935.81,9645.27,7293.63,7054.92
T02714,C0675,P0013,4,17-08-2024,Wallet,26154.24,6538.56,5665.59,3491.88
T02715,C0483,P0013,1,29-05-2024,Debit Card,6538.56,6538.56,5665.59,872.97
T02716,C0914,P0076,5,09-05-2024,UPI,17097.45,3419.49,2892.21,2636.4
T02717,C0466,P0092,4,15-01-2024,NetBanking,2155.36,538.84,454.05,339.16
T02718,C0208,P0047,1,07-09-2024,NetBanking,2025.26,2025.26,1543.94,481.32
T02719,C0053,P0008,3,09-09-2023,Wallet,22432.17,7477.39,6529.52,2843.61
T02720,C0451,P0080,1,24-03-2023,Wallet,6951.99,6951.99,5027.5,1924.49
T02721,C0974,P0049,4,03-11-2023,NetBanking,36347.52,9086.88,7354.39,6929.96
T02722,C0561,P0089,2,02-08-2023,Wallet,7976.54,3988.27,3499.48,977.58
T02723,C0493,P0029,2,28-06-2024,Wallet,1767.92,883.96,723.51,320.9
T02724,C0984,P0017,2,13-07-2023,Wallet,3428.76,1714.38,1304.38,820
T02725,C0537,P0012,5,04-09-2023,UPI,16282.15,3256.43,2911.19,1726.2
T02726,C0503,P0061,3,05-04-2023,Wallet,13380.48,4460.16,3468.82,2974.02
T02727,C0575,P0034,1,24-03-2023,Wallet,529.62,529.62,471.24,58.38
T02728,C0152,P0037,5,11-10-2024,NetBanking,26375.25,5275.05,4013.91,6305.7
T02729,C0069,P0067,3,29-06-2024,NetBanking,28796.34,9598.78,6989.69,7827.27
T02730,C0381,P0016,1,16-01-2024,Debit Card,5762.78,5762.78,4245.33,1517.45
T02731,C0579,P0095,3,16-05-2024,UPI,17701.47,5900.49,5040.16,2580.99
T02732,C0688,P0014,3,07-10-2024,UPI,20258.97,6752.99,5013.88,5217.33
T02733,C0754,P0091,5,01-07-2023,Credit Card,16538,3307.6,2394.43,4565.85
T02734,C0626,P0084,1,06-12-2024,Debit Card,4220.14,4220.14,3007.74,1212.4
T02735,C0183,P0072,1,17-08-2023,Credit Card,8288.86,8288.86,6131.63,2157.23
T02736,C0093,P0013,3,07-02-2023,Debit Card,19615.68,6538.56,5665.59,2618.91
T02737,C0106,P0041,3,30-11-2023,NetBanking,13584.87,4528.29,3280.33,3743.88
T02738,C0092,P0035,5,18-10-2023,UPI,36702.6,7340.52,6556.01,3922.55
T02739,C0476,P0005,2,26-08-2023,Debit Card,15605.28,7802.64,5705.32,4194.64
T02740,C0256,P0017,4,13-11-2023,NetBanking,6857.52,1714.38,1304.38,1640
T02741,C0510,P0045,1,28-03-2024,Wallet,1751.75,1751.75,1316.89,434.86
T02742,C0404,P0083,3,03-12-2024,UPI,1334.85,444.95,340.91,312.12
T02743,C0446,P0004,2,25-04-2024,NetBanking,11374.52,5687.26,4662.03,2050.46
T02744,C0349,P0071,5,19-04-2023,Wallet,25847.85,5169.57,4417.13,3762.2
T02745,C0785,P0037,3,08-02-2023,Wallet,15825.15,5275.05,4013.91,3783.42
T02746,C0312,P0100,5,20-07-2024,Credit Card,23241,4648.2,3354.04,6470.8
T02747,C0412,P0007,4,10-02-2023,Wallet,26479.08,6619.77,4710.74,7636.12
T02748,C0416,P0020,1,09-12-2024,UPI,2892.75,2892.75,2193.42,699.33
T02749,C0610,P0045,4,27-03-2023,Debit Card,7007,1751.75,1316.89,1739.44
T02750,C0073,P0012,5,15-06-2024,Credit Card,16282.15,3256.43,2911.19,1726.2
T02751,C0767,P0035,5,19-08-2024,Credit Card,36702.6,7340.52,6556.01,3922.55
T02752,C0875,P0048,1,20-07-2023,Debit Card,2527.55,2527.55,2032.18,495.37
T02753,C0683,P0063,4,22-10-2024,Wallet,39488.28,9872.07,8546.72,5301.4
T02754,C0536,P0094,1,28-11-2023,Debit Card,226.64,226.64,184.09,42.55
T02755,C0647,P0052,3,27-04-2024,Debit Card,3002.76,1000.92,855.81,435.33
T02756,C0521,P0087,5,19-04-2023,NetBanking,48731.25,9746.25,8244.56,7508.45
T02757,C0916,P0013,3,07-07-2024,NetBanking,19615.68,6538.56,5665.59,2618.91
T02758,C0828,P0039,1,25-09-2023,Wallet,5171.58,5171.58,4327.82,843.76
T02759,C0910,P0070,1,03-05-2023,Credit Card,1663.18,1663.18,1492.5,170.68
T02760,C0902,P0057,2,15-01-2023,Credit Card,6839.52,3419.76,2454.36,1930.8
T02761,C0900,P0041,3,05-01-2024,UPI,13584.87,4528.29,3280.33,3743.88
T02762,C0509,P0011,3,31-07-2023,UPI,22186.62,7395.54,5207.32,6564.66
T02763,C0701,P0038,2,27-06-2023,Credit Card,1515.34,757.67,545.17,425
T02764,C0604,P0087,5,01-06-2023,NetBanking,48731.25,9746.25,8244.56,7508.45
T02765,C0675,P0039,2,23-01-2024,Debit Card,10343.16,5171.58,4327.82,1687.52
T02766,C0515,P0088,1,01-07-2023,Debit Card,4939.01,4939.01,4087.09,851.92
T02767,C0485,P0066,3,09-10-2023,Debit Card,25852.59,8617.53,6967.61,4949.76
T02768,C0153,P0048,5,10-11-2023,Wallet,12637.75,2527.55,2032.18,2476.85
T02769,C0674,P0011,1,11-06-2023,Wallet,7395.54,7395.54,5207.32,2188.22
T02770,C0452,P0088,4,03-09-2024,UPI,19756.04,4939.01,4087.09,3407.68
T02771,C0164,P0078,5,06-04-2023,Wallet,14658.6,2931.72,2095.62,4180.5
T02772,C0059,P0056,4,25-03-2023,Credit Card,18885.76,4721.44,4175.52,2183.68
T02773,C0581,P0020,4,02-04-2024,NetBanking,11571,2892.75,2193.42,2797.32
T02774,C0359,P0073,2,14-12-2024,Credit Card,4409.38,2204.69,1545.72,1317.94
T02775,C0687,P0027,5,04-07-2023,NetBanking,38729.7,7745.94,5731.49,10072.25
T02776,C0741,P0065,3,26-09-2024,Credit Card,28935.81,9645.27,7293.63,7054.92
T02777,C0661,P0022,1,11-08-2024,Debit Card,581.93,581.93,423.59,158.34
T02778,C0653,P0025,3,12-11-2024,UPI,2986.5,995.5,787.65,623.55
T02779,C0361,P0084,1,28-08-2023,Debit Card,4220.14,4220.14,3007.74,1212.4
T02780,C0654,P0025,5,28-08-2023,NetBanking,4977.5,995.5,787.65,1039.25
T02781,C0973,P0005,1,28-03-2024,NetBanking,7802.64,7802.64,5705.32,2097.32
T02782,C0379,P0094,4,23-02-2024,Credit Card,906.56,226.64,184.09,170.2
T02783,C0494,P0024,1,19-10-2024,NetBanking,4652.73,4652.73,3597.83,1054.9
T02784,C0288,P0066,2,24-02-2024,Wallet,17235.06,8617.53,6967.61,3299.84
T02785,C0403,P0067,5,04-09-2023,UPI,47993.9,9598.78,6989.69,13045.45
T02786,C0859,P0050,4,10-04-2024,Debit Card,5622.68,1405.67,1035.94,1478.92
T02787,C0113,P0006,2,06-09-2024,Debit Card,13752.76,6876.38,5028,3696.76
T02788,C0654,P0017,3,21-12-2024,Credit Card,5143.14,1714.38,1304.38,1230
T02789,C0768,P0073,5,14-12-2023,Debit Card,11023.45,2204.69,1545.72,3294.85
T02790,C0994,P0067,1,29-09-2023,NetBanking,9598.78,9598.78,6989.69,2609.09
T02791,C0527,P0037,2,25-05-2024,NetBanking,10550.1,5275.05,4013.91,2522.28
T02792,C0577,P0017,1,22-06-2024,Debit Card,1714.38,1714.38,1304.38,410
T02793,C0585,P0071,5,08-04-2024,UPI,25847.85,5169.57,4417.13,3762.2
T02794,C0630,P0031,2,27-10-2024,NetBanking,3054.24,1527.12,1254.54,545.16
T02795,C0872,P0053,1,10-02-2023,NetBanking,4575.73,4575.73,4062.79,512.94
T02796,C0986,P0023,2,27-09-2023,NetBanking,9890.66,4945.33,3750.68,2389.3
T02797,C0237,P0078,1,04-12-2024,NetBanking,2931.72,2931.72,2095.62,836.1
T02798,C0406,P0029,2,21-12-2024,Credit Card,1767.92,883.96,723.51,320.9
T02799,C0237,P0096,3,22-05-2023,Credit Card,13137,4379,3497.77,2643.69
T02800,C0142,P0059,3,29-06-2023,Wallet,18934.74,6311.58,4475.2,5509.14
T02801,C0692,P0090,3,20-02-2024,Debit Card,18545.64,6181.88,4911.15,3812.19
T02802,C0843,P0067,5,28-07-2024,NetBanking,47993.9,9598.78,6989.69,13045.45
T02803,C0456,P0047,2,22-03-2024,UPI,4050.52,2025.26,1543.94,962.64
T02804,C0955,P0091,2,02-05-2024,Wallet,6615.2,3307.6,2394.43,1826.34
T02805,C0897,P0084,4,28-11-2024,UPI,16880.56,4220.14,3007.74,4849.6
T02806,C0596,P0006,4,25-09-2023,UPI,27505.52,6876.38,5028,7393.52
T02807,C0186,P0016,5,23-08-2024,Wallet,28813.9,5762.78,4245.33,7587.25
T02808,C0789,P0091,4,04-12-2024,Debit Card,13230.4,3307.6,2394.43,3652.68
T02809,C0682,P0070,4,23-03-2024,UPI,6652.72,1663.18,1492.5,682.72
T02810,C0096,P0012,1,21-06-2023,Debit Card,3256.43,3256.43,2911.19,345.24
T02811,C0830,P0003,1,19-03-2024,Debit Card,9410.55,9410.55,7965.08,1445.47
T02812,C0244,P0095,1,07-06-2023,NetBanking,5900.49,5900.49,5040.16,860.33
T02813,C0854,P0094,3,07-10-2024,Debit Card,679.92,226.64,184.09,127.65
T02814,C0050,P0033,5,11-11-2023,Debit Card,35515.95,7103.19,5064.65,10192.7
T02815,C0012,P0006,3,19-06-2024,Wallet,20629.14,6876.38,5028,5545.14
T02816,C0176,P0084,5,04-01-2024,Debit Card,21100.7,4220.14,3007.74,6062
T02817,C0857,P0048,5,12-06-2023,NetBanking,12637.75,2527.55,2032.18,2476.85
T02818,C0283,P0066,1,03-04-2024,UPI,8617.53,8617.53,6967.61,1649.92
T02819,C0416,P0076,5,05-07-2023,Credit Card,17097.45,3419.49,2892.21,2636.4
T02820,C0675,P0091,4,19-03-2024,Wallet,13230.4,3307.6,2394.43,3652.68
T02821,C0843,P0059,2,16-12-2023,Wallet,12623.16,6311.58,4475.2,3672.76
T02822,C0206,P0084,3,28-09-2023,NetBanking,12660.42,4220.14,3007.74,3637.2
T02823,C0597,P0043,2,30-10-2023,NetBanking,1892.6,946.3,668.92,554.76
T02824,C0752,P0005,4,19-03-2024,UPI,31210.56,7802.64,5705.32,8389.28
T02825,C0507,P0004,2,07-05-2024,UPI,11374.52,5687.26,4662.03,2050.46
T02826,C0562,P0001,3,31-08-2023,Credit Card,2443.98,814.66,631.29,550.11
T02827,C0265,P0030,4,04-01-2023,Wallet,6461.6,1615.4,1145.79,1878.44
T02828,C0185,P0036,1,11-07-2023,NetBanking,6357.14,6357.14,5477.82,879.32
T02829,C0446,P0048,2,19-03-2023,NetBanking,5055.1,2527.55,2032.18,990.74
T02830,C0822,P0066,2,03-10-2024,UPI,17235.06,8617.53,6967.61,3299.84
T02831,C0259,P0019,3,12-09-2024,Credit Card,2319.57,773.19,608.03,495.48
T02832,C0471,P0019,4,25-05-2024,Debit Card,3092.76,773.19,608.03,660.64
T02833,C0990,P0008,1,28-06-2023,Wallet,7477.39,7477.39,6529.52,947.87
T02834,C0982,P0051,3,03-12-2024,Wallet,29509.77,9836.59,8793.09,3130.5
T02835,C0310,P0013,5,01-06-2023,Wallet,32692.8,6538.56,5665.59,4364.85
T02836,C0908,P0022,1,09-06-2023,NetBanking,581.93,581.93,423.59,158.34
T02837,C0186,P0066,5,10-12-2024,NetBanking,43087.65,8617.53,6967.61,8249.6
T02838,C0140,P0025,1,12-05-2023,Credit Card,995.5,995.5,787.65,207.85
T02839,C0584,P0017,1,14-04-2023,Credit Card,1714.38,1714.38,1304.38,410
T02840,C0183,P0015,1,04-12-2023,Credit Card,3322.4,3322.4,2446.5,875.9
T02841,C0862,P0021,2,22-03-2023,Debit Card,8931.68,4465.84,3672.58,1586.52
T02842,C0008,P0065,4,18-01-2023,Credit Card,38581.08,9645.27,7293.63,9406.56
T02843,C0241,P0089,5,09-08-2023,Debit Card,19941.35,3988.27,3499.48,2443.95
T02844,C0848,P0033,4,21-06-2024,Wallet,28412.76,7103.19,5064.65,8154.16
T02845,C0574,P0014,4,07-07-2023,Credit Card,27011.96,6752.99,5013.88,6956.44
T02846,C0324,P0017,3,10-02-2023,Wallet,5143.14,1714.38,1304.38,1230
T02847,C0458,P0034,4,27-07-2024,Credit Card,2118.48,529.62,471.24,233.52
T02848,C0426,P0040,4,05-11-2024,Credit Card,23230.44,5807.61,4576.57,4924.16
T02849,C0644,P0033,5,04-05-2023,NetBanking,35515.95,7103.19,5064.65,10192.7
T02850,C0392,P0086,2,23-05-2023,Debit Card,13780.72,6890.36,5271.38,3237.96
T02851,C0778,P0094,2,12-09-2023,UPI,453.28,226.64,184.09,85.1
T02852,C0465,P0047,3,04-12-2024,Wallet,6075.78,2025.26,1543.94,1443.96
T02853,C0742,P0079,2,26-03-2023,Debit Card,14861.22,7430.61,5734.15,3392.92
T02854,C0910,P0073,2,13-01-2023,Credit Card,4409.38,2204.69,1545.72,1317.94
T02855,C0503,P0045,4,07-12-2024,Debit Card,7007,1751.75,1316.89,1739.44
T02856,C0685,P0045,5,05-04-2023,UPI,8758.75,1751.75,1316.89,2174.3
T02857,C0355,P0014,5,16-11-2024,Wallet,33764.95,6752.99,5013.88,8695.55
T02858,C0750,P0039,5,28-09-2024,UPI,25857.9,5171.58,4327.82,4218.8
T02859,C0556,P0038,5,16-11-2023,NetBanking,3788.35,757.67,545.17,1062.5
T02860,C0364,P0029,5,14-07-2023,UPI,4419.8,883.96,723.51,802.25
T02861,C0702,P0025,3,25-07-2024,Debit Card,2986.5,995.5,787.65,623.55
T02862,C0557,P0100,3,07-08-2023,Credit Card,13944.6,4648.2,3354.04,3882.48
T02863,C0409,P0098,3,20-04-2023,NetBanking,17219.58,5739.86,4508.71,3693.45
T02864,C0189,P0030,4,15-08-2023,Credit Card,6461.6,1615.4,1145.79,1878.44
T02865,C0683,P0094,4,10-08-2023,Credit Card,906.56,226.64,184.09,170.2
T02866,C0594,P0028,4,06-06-2023,NetBanking,14214.08,3553.52,2852.93,2802.36
T02867,C0579,P0054,5,03-06-2024,Debit Card,35540.4,7108.08,6247.76,4301.6
T02868,C0484,P0069,3,17-12-2024,UPI,24670.77,8223.59,5879.13,7033.38
T02869,C0985,P0009,2,05-05-2023,NetBanking,2167.2,1083.6,888.79,389.62
T02870,C0786,P0016,2,24-05-2024,UPI,11525.56,5762.78,4245.33,3034.9
T02871,C0150,P0072,1,30-10-2024,UPI,8288.86,8288.86,6131.63,2157.23
T02872,C0186,P0098,2,10-03-2024,Wallet,11479.72,5739.86,4508.71,2462.3
T02873,C0292,P0064,5,21-01-2023,Wallet,11388.4,2277.68,1756.89,2603.95
T02874,C0571,P0061,1,31-01-2023,Credit Card,4460.16,4460.16,3468.82,991.34
T02875,C0924,P0034,1,18-03-2023,Credit Card,529.62,529.62,471.24,58.38
T02876,C0139,P0068,5,14-02-2024,Wallet,27295.5,5459.1,4697.22,3809.4
T02877,C0716,P0035,1,12-11-2024,Wallet,7340.52,7340.52,6556.01,784.51
T02878,C0501,P0090,4,02-06-2024,NetBanking,24727.52,6181.88,4911.15,5082.92
T02879,C0713,P0087,4,04-01-2023,NetBanking,38985,9746.25,8244.56,6006.76
T02880,C0880,P0041,5,09-03-2023,Wallet,22641.45,4528.29,3280.33,6239.8
T02881,C0701,P0002,2,19-11-2023,Debit Card,13716.68,6858.34,6104.9,1506.88
T02882,C0270,P0026,5,16-06-2024,NetBanking,47704,9540.8,8176.8,6820
T02883,C0054,P0030,3,30-07-2023,UPI,4846.2,1615.4,1145.79,1408.83
T02884,C0719,P0075,3,19-01-2024,UPI,22944.81,7648.27,6435.04,3639.69
T02885,C0261,P0006,2,27-06-2024,NetBanking,13752.76,6876.38,5028,3696.76
T02886,C0574,P0056,5,13-02-2024,Wallet,23607.2,4721.44,4175.52,2729.6
T02887,C0453,P0067,3,15-06-2024,Wallet,28796.34,9598.78,6989.69,7827.27
T02888,C0120,P0022,5,14-12-2023,Wallet,2909.65,581.93,423.59,791.7
T02889,C0828,P0001,5,21-12-2023,UPI,4073.3,814.66,631.29,916.85
T02890,C0155,P0070,4,15-05-2024,Wallet,6652.72,1663.18,1492.5,682.72
T02891,C0141,P0012,4,09-03-2023,Debit Card,13025.72,3256.43,2911.19,1380.96
T02892,C0856,P0087,4,29-09-2023,Credit Card,38985,9746.25,8244.56,6006.76
T02893,C0402,P0047,3,07-03-2024,Credit Card,6075.78,2025.26,1543.94,1443.96
